http://www.usatoday.com/story/news/nation/2013/07/15/stateline-zimmerman-stand-your-ground/2517507/,usatoday,Civil Rights,Civil Rights,Neutral,Neutral,0,0
http://www.huffingtonpost.com/2013/05/21/senate-immigration-bill_n_3315271.html,huffingtonpost,Civil Rights,Civil Rights,Neutral,Neutral,0,0
http://www.washingtonpost.com/opinions/dont-let-doma-fool-you--the-supreme-court-is-restricting-your-rights/2013/06/28/cd0afa1c-de85-11e2-b94a-452948b95ca8_story.html,washingtonpost,Civil Rights,Civil Rights,Neutral,Neutral,0,0
http://www.foxnews.com/politics/2013/04/03/obamacare-in-trouble-exchange-provision-delayed-as-lawmakers-push-to-repeal/,foxnews,Civil Rights,Civil Rights,Neutral,Neutral,0,0
http://www.breitbart.com/Big-Government/2013/10/09/Exclusive-Immigration-agents-rip-Bob-Goodlatte-other-Republicans-Democrats-pushing-for-amnesty-in-House,breitbart,Civil Rights,Civil Rights,Neutral,Neutral,0,0
http://www.cnn.com/2013/06/28/politics/obama-contraceptives/index.html,cnn,Civil Rights,Civil Rights,Neutral,Neutral,0,0
http://www.foxnews.com/politics/2013/10/14/amid-cuts-to-federal-courts-judge-suggests-congress-go-to-hell/,foxnews,Civil Rights,Civil Rights,Neutral,SomewhatPositive,0,1
http://www.bbc.co.uk/news/technology-22213379,bbc,Civil Rights,Civil Rights,Neutral,Neutral,0,0
http://www.nbcnews.com/technology/microsoft-let-nsa-bypass-encryption-mail-chats-cloud-storage-says-6C10607490,nbcnews,Civil Rights,Civil Rights,Neutral,Neutral,0,0
http://radio.foxnews.com/toddstarnes/top-stories/military-blocks-access-to-southern-baptist-website.html,foxnews,Civil Rights,Civil Rights,Neutral,Neutral,0,0
http://www.bbc.co.uk/vietnamese/world/2013/08/130812_snowden_father_visit.shtml,bbc,Civil Rights,Civil Rights,Positive,Positive,-2,2
http://www.usatoday.com/story/nation/2013/08/07/jill-kelley-general-david-petraeus-general-john-allen/2625981/,usatoday,Civil Rights,Civil Rights,Neutral,Neutral,0,0
http://www.dailykos.com/story/2013/12/02/1259558/-Young-white-dancer-with-her-two-black-instructors-handcuffed-by-Houston-Police-Racism,dailykos,Civil Rights,Civil Rights,SomewhatPositive,SomewhatNegative,-1,-1
http://online.wsj.com/article/SB10001424127887323482504578227152762437278.html,wsj,Civil Rights,Civil Rights,Neutral,Neutral,0,0
